business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,permanently_closed,price_level
OPERATIONAL,"{'location': {'lat': -8.3622543, 'lng': 116.0872465}, 'viewport': {'northeast': {'lat': -8.360897519708496, 'lng': 116.0886498802915}, 'southwest': {'lat': -8.363595480291501, 'lng': 116.0859519197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Manta Dive Resort Gili Air,{'open_now': True},"[{'height': 450, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103937863767709776460"">Manta Dive Gili Air</a>'], 'photo_reference': 'AUGGfZkp6jfyTa__VkGwFKGVCDHAfw9LqVtDanBXm49aV5upp1aC9htWlUpCw8xD2eOgW8qBy5GnFLTeoRpToQ5yROYiU5Hqn4mhswL8rCNCbajLiaqcYOMSWjahB6QCcKnHVv8H0wqUh1bbW6WsxUlrOuYlRno1NOBokb_tjy3hhfvsUUCQ', 'width': 800}]",ChIJ____P87dzS0R9EV2GGDhvE0,"{'compound_code': 'J3QP+3V Gili Indah, North Lombok Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3RJ3QP+3V'}",4.5,ChIJ____P87dzS0R9EV2GGDhvE0,GOOGLE,"['lodging', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",537.0,"Jalan Pantai, Gili Air, Gili Indah",,
OPERATIONAL,"{'location': {'lat': -8.348440299999998, 'lng': 116.042788}, 'viewport': {'northeast': {'lat': -8.347158869708496, 'lng': 116.0441658302915}, 'southwest': {'lat': -8.3498568302915, 'lng': 116.0414678697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Samba Villas,{'open_now': True},"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106837104337240791715"">Samba Villas</a>'], 'photo_reference': 'AUGGfZm_wcYGiPJyYtcEDrINPbG9tI8XJ1WbycbJUJoHpcXLWzGeqwWiIb0gGINr9BGUTmnmg7sRnGxvwuLp0yLObPA7Aqmjff7xlWtHFK7QkBav16sVVZkiVeCIczJoXyWh9-BsIQXqkmYESSaaXJRp93mZH0WYGdqe2Q7XUMN6T0wMfnhf', 'width': 2730}]",ChIJnXsqogLezS0RblbGr7jYDOM,"{'compound_code': 'M22V+J4 Gili Indah, North Lombok Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3RM22V+J4'}",4.4,ChIJnXsqogLezS0RblbGr7jYDOM,GOOGLE,"['spa', 'lodging', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",358.0,"Gili Trawangan, Gili Indah",,
OPERATIONAL,"{'location': {'lat': -8.3474465, 'lng': 116.0282779}, 'viewport': {'northeast': {'lat': -8.3460975697085, 'lng': 116.0296249302915}, 'southwest': {'lat': -8.348795530291504, 'lng': 116.0269269697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Aston Sunset Beach Resort - Gili Trawangan,{'open_now': True},"[{'height': 553, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110427575011258295399"">Aston Sunset Beach Resort - Gili Trawangan</a>'], 'photo_reference': 'AUGGfZka54O84-vnsRzprtS-eAmczhzNuJCK0t2cUjudihSMDRCgen3ocsj_6f9yiUmulz673haUPHkAoOu19QkYtq3KnjrGRgbed_MLzAOyIAIaMgWRRPKhe--jcWFm4o9LBWptXQMoVGRcyub7MN0COX36XQfD_Yavb255hq1swS3TA6gu', 'width': 830}]",ChIJX1dU9a3gzS0RwVqRd7Xm_YM,"{'compound_code': 'M23H+28 Gili Indah, North Lombok Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3RM23H+28'}",4.6,ChIJX1dU9a3gzS0RwVqRd7Xm_YM,GOOGLE,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",3269.0,"Gili Trawangan Island, Jalan Pantai Gili Trawangan, Gili Indah",,
OPERATIONAL,"{'location': {'lat': -8.350652, 'lng': 116.0574139}, 'viewport': {'northeast': {'lat': -8.3492704197085, 'lng': 116.0587725802915}, 'southwest': {'lat': -8.351968380291504, 'lng': 116.0560746197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,The Rabbit Tree Hostel,{'open_now': True},"[{'height': 853, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115610046447410139979"">The Rabbit Tree Hostel</a>'], 'photo_reference': 'AUGGfZlH82w9HEuOzbqX9DqgxUG_jVaHmkKUBBOZtAjQF0S0pPJOEN4g7UKDId3yYtzoFwbYOQXoVdH-kfM5jFzZ840rPpNXb2pR8kyZI5lD-XDvQNbv02dWvzXmdK-w_EdIEZkIercLH6Y3JwpsDvjSKBHhBBMwAHTTAW_2YIy-51OaAIra', 'width': 1280}]",ChIJVxc3QuLdzS0R_9AcGmF88T4,"{'compound_code': 'J3X4+PX Gili Indah, North Lombok Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3RJ3X4+PX'}",4.7,ChIJVxc3QuLdzS0R_9AcGmF88T4,GOOGLE,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",167.0,"Gili Meno, Unnamed Road, Gili Indah",,
OPERATIONAL,"{'location': {'lat': -8.356942199999999, 'lng': 116.0416987}, 'viewport': {'northeast': {'lat': -8.355616169708496, 'lng': 116.0430908302915}, 'southwest': {'lat': -8.3583141302915, 'lng': 116.0403928697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Tír na nÓg Beachfront Resort and Irish Bar,{'open_now': True},"[{'height': 637, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115022481717062534137"">Tír na nÓg Beachfront Resort and Irish Bar</a>'], 'photo_reference': 'AUGGfZlGVkZMA0zGOysA_e8MKklLFzw53aSbs0tqOx95M1WAfgF--Z6ILMBKh_ywlFzNdsKXy79HJzwm3u-sVcd3Qg_Os5bW2vpu6cOH2BTUsr7EHIQBJGcpHEaR1GNazZQZDEKotbJKcp2QEY1JU2xSfrfVbF-Bq9ecSqMQ4RcQb0mEC3f0', 'width': 957}]",ChIJLaAaSP_dzS0RjHqJfFagdvI,"{'compound_code': 'J2VR+6M Gili Indah, North Lombok Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3RJ2VR+6M'}",4.2,ChIJLaAaSP_dzS0RjHqJfFagdvI,GOOGLE,"['lodging', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",413.0,"Jalan Gili Trawangan Gili Indah, Gili Trawangan",,
OPERATIONAL,"{'location': {'lat': -8.353411699999997, 'lng': 116.0433933}, 'viewport': {'northeast': {'lat': -8.352094369708494, 'lng': 116.0448212802915}, 'southwest': {'lat': -8.354792330291499, 'lng': 116.0421233197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Manta Dive Gili Trawangan,{'open_now': True},"[{'height': 722, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112488253508748102635"">Manta Dive Gili Trawangan</a>'], 'photo_reference': 'AUGGfZlci3JZU7hTE4p5u25-v_D4gAQCwVecTlcWmcA12Rlt550WOkIUn9m5iBy-j_pbvKqQSTWsTL86IRk61fJoDQTRo9ZwUldyapU32HAM9B35LdqZNZLWHdPWBIAc5VtVQjhCzHlZ-fCSzGS3vlx3-iPApMGNjkyY_kZ9W1oAJeeEBSs', 'width': 1711}]",ChIJt8flqavgzS0ROZqMIh32iDI,"{'compound_code': 'J2WV+J9 Gili Indah, North Lombok Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3RJ2WV+J9'}",4.6,ChIJt8flqavgzS0ROZqMIh32iDI,GOOGLE,"['lodging', 'cafe', 'bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",940.0,"Gili Trawangan, Jalan Raya Trawangan",,
OPERATIONAL,"{'location': {'lat': -8.742439699999998, 'lng': 116.0024054}, 'viewport': {'northeast': {'lat': -8.741119569708497, 'lng': 116.0037223802915}, 'southwest': {'lat': -8.743817530291501, 'lng': 116.0010244197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Krisna Bungalows & Restaurant,{'open_now': True},"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100035012908992348173"">Amanda Napitu</a>'], 'photo_reference': 'AUGGfZmtVWDwX5_Seop0XtTqa0fldEDgFObxOnz4bkgSRNGiBn_DEIiJ0SCKOrj5nbpexkLA4HlYoohQG-Xdqz2j63qWcLA-ksnPzDcQKXOejoo8i07R7oRA8ZCZz_1paI8NrkqghIhBQ5rwfwWUrGjwVtQYoK6u_Xty09sfS0Zn6n08j89C', 'width': 3264}]",ChIJ40ZuqJuXzS0Reo3gzyF5rFo,"{'compound_code': '7252+2X Sekotong Barat, West Lombok Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3R7252+2X'}",4.4,ChIJ40ZuqJuXzS0Reo3gzyF5rFo,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",495.0,"Jl. Raya, Sekotong Barat",,1.0
OPERATIONAL,"{'location': {'lat': -8.3394584, 'lng': 116.0349994}, 'viewport': {'northeast': {'lat': -8.338110819708499, 'lng': 116.0363391802915}, 'southwest': {'lat': -8.340808780291503, 'lng': 116.0336412197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Wilson's Retreat,{'open_now': False},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114786214709869488502"">Wilson&#39;s Retreat</a>'], 'photo_reference': 'AUGGfZmjrwgf6M9fOmePbQ7uIHQTpDRHZWX6dZfJ_LgVmzEVZftjWdl1efiTBPgnc4cvv94m8HzMRj_TFEh5Cw4nD052rw4UX4tnLB6lPxVXHg9ixzG9Om6q8dgk8aXco02EmJfGxgAAq6kFP3OkJ5OcbB9DY3GaergRIHZv84-oRxb7jv8G', 'width': 4608}]",ChIJl4F53KXgzS0RjtbndWoOZ88,"{'compound_code': 'M26M+6X Gili Indah, North Lombok Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3RM26M+6X'}",4.6,ChIJl4F53KXgzS0RjtbndWoOZ88,GOOGLE,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",400.0,"North Beach Gili Trawangan Desa Gili Indah, Pemenang, Gili Indah",,
OPERATIONAL,"{'location': {'lat': -8.5045866, 'lng': 116.0544653}, 'viewport': {'northeast': {'lat': -8.503153219708496, 'lng': 116.0558141802915}, 'southwest': {'lat': -8.5058511802915, 'lng': 116.0531162197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Cafe Alberto Lombok,{'open_now': True},"[{'height': 539, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112865339727294445997"">Cafe Alberto Lombok</a>'], 'photo_reference': 'AUGGfZnGJA26W3r6LE3jRTiZ11LeAlGk2PBMQyVrVYWHB6WMO757HLx_F4QcGS2HyXfm_c-4YjbaSmPVmOcwlTpfPJCWATZNWdZG_HU1gZHEmXu2wICDQcj7E8_xiBkN78v5hpVCgVwfwzS55hbpMibg9CDInjO2qGqdArEUBCoJasHp45Ps', 'width': 1106}]",ChIJ_3G1ztXpzS0R1rLzgTL2EDo,"{'compound_code': 'F3W3+5Q Senggigi, West Lombok Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3RF3W3+5Q'}",4.3,ChIJ_3G1ztXpzS0R1rLzgTL2EDo,GOOGLE,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",1271.0,"Jalan Raya Senggigi, Senggigi",,2.0
OPERATIONAL,"{'location': {'lat': -8.339943799999999, 'lng': 116.0341491}, 'viewport': {'northeast': {'lat': -8.338585369708497, 'lng': 116.0355427302915}, 'southwest': {'lat': -8.341283330291501, 'lng': 116.0328447697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gili Eco Villas,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107148372330151790769"">Gili Eco Villas</a>'], 'photo_reference': 'AUGGfZl8JVFIz7WQENSLjvIh84YdOY67dt78tPA6i1D58YaLrD2SGEB6Gar6yIjDtX6hy3C8iBCKp3WGKaDkg_asu8JrPYb3HxqwpFa0UUH7gN-8NXCWs2ewizC7rfyc3YbG8l02Na4KqgZ_Qi9QScv_2iEj-6YbXbAhbGLWczuaZFJOiiMP', 'width': 6000}]",ChIJy5d2b6XgzS0RW0gaUGKKo_Y,"{'compound_code': 'M26M+2M Gili Indah, North Lombok Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3RM26M+2M'}",4.5,ChIJy5d2b6XgzS0RW0gaUGKKo_Y,GOOGLE,"['lodging', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",377.0,"Jalan Pantai Gili Trawangan, Gili Indah",,
OPERATIONAL,"{'location': {'lat': -8.346176999999997, 'lng': 116.0419175}, 'viewport': {'northeast': {'lat': -8.344808669708495, 'lng': 116.0434427302915}, 'southwest': {'lat': -8.3475066302915, 'lng': 116.0407447697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Villa Almarik Resort & Spa,{'open_now': True},"[{'height': 800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101456827095973081104"">Villa Almarik Resort &amp; Spa</a>'], 'photo_reference': 'AUGGfZneyi51d0F8W62Xft6Fqe8o8FVepB_bhuG6uI51zXxh6kwzv9ATnp4rxjblyX5tA8o-KQcTJTsH163TZESf79cSSooeS5J8zc0ETZTfz4LwYDlblCAsb9roiTx4MfAy9WvpoQ9HCWFAKLZmYkQ37WM6dXMVF6NExhI6joD8iXyrWicm', 'width': 1200}]",ChIJqd3h1KngzS0R75ELeeFvs9w,"{'compound_code': 'M23R+GQ Gili Indah, North Lombok Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3RM23R+GQ'}",4.4,ChIJqd3h1KngzS0R75ELeeFvs9w,GOOGLE,"['spa', 'lodging', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",406.0,"Gili Terawangan, Gili Indah",,
OPERATIONAL,"{'location': {'lat': -8.8874265, 'lng': 116.2725171}, 'viewport': {'northeast': {'lat': -8.886077719708497, 'lng': 116.2738815802915}, 'southwest': {'lat': -8.888775680291502, 'lng': 116.2711836197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mana Eco Retreat and Yoga,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112703335338059786294"">Sandy T</a>'], 'photo_reference': 'AUGGfZmSKyhIqZZWdVR8I7bSj_vtQijGxaT5OZsxMagpEk83K8URz60qS_riBJoDmhlpLq_WWjZ9NYyd4AMGBceOKCU9csEFigPMjNoi4FuMzfYA0bnOZlZjysfqQz6pyIkShX-R0rLXLMf_hwWAVojNlj1ocbwY0XPoovLKwPdVBYkpc5m1', 'width': 3024}]",ChIJgbN9QNapzS0RLro0J9UGjf4,,4.7,ChIJgbN9QNapzS0RLro0J9UGjf4,GOOGLE,"['gym', 'spa', 'lodging', 'health', 'restaurant', 'food', 'point_of_interest', 'establishment']",283.0,"477F+37F, Jalan Baturiti, Kuta",,
OPERATIONAL,"{'location': {'lat': -8.363629299999998, 'lng': 116.0779816}, 'viewport': {'northeast': {'lat': -8.362298269708498, 'lng': 116.0793114802915}, 'southwest': {'lat': -8.364996230291503, 'lng': 116.0766135197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,"Mowie's Gili Air , Bar and Bungalows",{'open_now': True},"[{'height': 810, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113875695660545885123"">Mowie&#39;s Gili Air , Bar and Bungalows</a>'], 'photo_reference': 'AUGGfZm6hWTGzwk-_9Bj10CbedrnqQzaCOxmlyuH2ixOiyEMRrCZ2iUBAO_7t31kGhm8HCdSrHc3rWQMmxlgTvXPNnJqVw1qEFGGYdUmagzXZmJGdCf1a14SVROblRlk7fyzvvcp4eVu8i6763PsbAYfMWgt-8XzKDu2XVFqEyJUsDlSF6Y0', 'width': 1440}]",ChIJ7UlOwMjdzS0RT7PwuhjGTys,"{'compound_code': 'J3PH+G5 Gili Indah, North Lombok Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3RJ3PH+G5'}",4.5,ChIJ7UlOwMjdzS0RT7PwuhjGTys,GOOGLE,"['restaurant', 'lodging', 'cafe', 'bar', 'food', 'point_of_interest', 'establishment']",1468.0,Gili Indah,,2.0
OPERATIONAL,"{'location': {'lat': -5.1443689, 'lng': 119.4132366}, 'viewport': {'northeast': {'lat': -5.142989219708497, 'lng': 119.4144731802915}, 'southwest': {'lat': -5.145687180291501, 'lng': 119.4117752197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Best Western Plus Makassar Beach,{'open_now': True},"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105076248139691478953"">Best Western Plus Makassar Beach</a>'], 'photo_reference': 'AUGGfZmfI8uLsOhrEqPCJHH2kNBOgnxnqYIBKmMEJXy3zSwPXFpRIXiYVawS7i8vdncxA2jQ-MUy4lB0MBq5Q5ZjDNruXVCOpAsECvtB88M6XVMS5gfY_0I05dB-ggagdU_gIiCr7AqvmTyC4cCgWhXhhWyNKppN4ldWLpBOhb6XJWUIPco5', 'width': 1280}]",ChIJ2xZfkFQdvy0RfQ6zwb2UKnA,"{'compound_code': 'VC47+77 Sawerigading, Makassar City, South Sulawesi, Indonesia', 'global_code': '6P6XVC47+77'}",4.5,ChIJ2xZfkFQdvy0RfQ6zwb2UKnA,GOOGLE,"['tourist_attraction', 'lodging', 'point_of_interest', 'establishment']",3326.0,"Jalan Botolempangan No.67, Sawerigading",,
OPERATIONAL,"{'location': {'lat': -5.133952399999999, 'lng': 119.4056038}, 'viewport': {'northeast': {'lat': -5.132735819708497, 'lng': 119.4064919802915}, 'southwest': {'lat': -5.135433780291502, 'lng': 119.4037940197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Fort Rotterdam,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118107659366195622215"">Affancik Hamim</a>'], 'photo_reference': 'AUGGfZkDHvLONRf6uF7Em3UKdgxTmrjCvR0Tdq8eP_nGojj2oBAvR9HpgylfglVeDpdxeRZqq7PR8IzfHhBjgKu33OMPa5Dh-iG2My29hAHqycoMHQD0h4muNyae-Cg0Ddvbb00d7D7SaTvhHdm4SGh3MXJO9gKrvKyO61hGto29aeGuPbIw', 'width': 3024}]",ChIJ7zfOEbACvy0RI8-2wSg57Sg,"{'compound_code': 'VC84+C6 Bulo Gading, Makassar City, South Sulawesi, Indonesia', 'global_code': '6P6XVC84+C6'}",4.5,ChIJ7zfOEbACvy0RI8-2wSg57Sg,GOOGLE,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",13478.0,"No.Road, Jalan Ujung Pandang, Bulo Gading",,
OPERATIONAL,"{'location': {'lat': -5.130706399999999, 'lng': 119.4196948}, 'viewport': {'northeast': {'lat': -5.129586119708497, 'lng': 119.4211138302915}, 'southwest': {'lat': -5.132284080291502, 'lng': 119.4184158697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_islam-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/worship_islam_pinlet,Masjid Raya Makassar,,"[{'height': 1780, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108200934734269797484"">MASJID RAYA MAKASSAR</a>'], 'photo_reference': 'AUGGfZkge2uoW7XRV0Anp2TJ_mVKN1ujZJ8alNPYXIKm5t4si8Pbb7w1N21oq9gC2rh1nUA_4rXLTIVsT9w8o3aKHyBDJbrFMi_8PHTvJPbEN95TwvKXQpoyOKJSG2CPrlb3nzAb2YtdqJUJCkzQ6UlouA7mFY3b3mxT5HHy0Ifoi4hUVUMq', 'width': 4080}]",ChIJaaT-uKcCvy0RBBNAZ-7QN_Q,"{'compound_code': 'VC99+PV Bontoala, Makassar City, South Sulawesi, Indonesia', 'global_code': '6P6XVC99+PV'}",4.8,ChIJaaT-uKcCvy0RBBNAZ-7QN_Q,GOOGLE,"['mosque', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",5355.0,"Gaddong, Jalan Masjid Raya, Bontoala",,
OPERATIONAL,"{'location': {'lat': -5.1436198, 'lng': 119.4074821}, 'viewport': {'northeast': {'lat': -5.142164569708497, 'lng': 119.4090807802915}, 'southwest': {'lat': -5.144862530291501, 'lng': 119.4063828197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Losari Beach Platform,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100903632005949070313"">Galih Cendana Indra Pura</a>'], 'photo_reference': 'AUGGfZnsgVHRRWzr5hHSH8WuwSPpqpVn5eJAXsthA1ABUYFjPcgORATvCiTBA9jzqcOwArT22Z63eRNF7WJ2EnQDPUP69fj98sjaErFcphiws9JqqkROUZKWVDXXOtHU5wpWqaV8t2cGSli-cIHF03sXW67K7qnR8Q2tE29boxeOLjHg3-KR', 'width': 4032}]",ChIJAe8Dxrrivi0RkTTxeTp61F8,"{'compound_code': 'VC44+HX Losari, Makassar City, South Sulawesi, Indonesia', 'global_code': '6P6XVC44+HX'}",4.4,ChIJAe8Dxrrivi0RkTTxeTp61F8,GOOGLE,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",17740.0,"Maloku, Jalan Penghibur, Losari",,
OPERATIONAL,"{'location': {'lat': -5.1345968, 'lng': 119.4086261}, 'viewport': {'northeast': {'lat': -5.133281569708498, 'lng': 119.4099117302915}, 'southwest': {'lat': -5.135979530291503, 'lng': 119.4072137697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Museum of Makassar,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107006510314374791271"">angga gonestyca</a>'], 'photo_reference': 'AUGGfZnQbVtdkvP4n9MvkNMwHhoy0pcyQrZlIuZuZIkkbfzMNik1HHp99MZtKv7mSlOpq2bBv3-5BllaewgRvQevngsPW0WXxW4Ar4Kv6VO_y8Di_0rFAVpg_6M-Zhfu2sMggA_JqFQIKRCMkSe1ubCDSy6Ek-kjaGRKA3Laujma5p1iJz24', 'width': 4032}]",ChIJP5KgYqUCvy0RIg7X3JnjBKA,"{'compound_code': 'VC85+5F Baru, Makassar City, South Sulawesi, Indonesia', 'global_code': '6P6XVC85+5F'}",4.5,ChIJP5KgYqUCvy0RIg7X3JnjBKA,GOOGLE,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",436.0,"Jalan Balaikota No.11, Baru",,
OPERATIONAL,"{'location': {'lat': -5.162486299999999, 'lng': 119.4065982}, 'viewport': {'northeast': {'lat': -5.161202919708496, 'lng': 119.4078953802915}, 'southwest': {'lat': -5.163900880291501, 'lng': 119.4051974197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,STABILO CONSULTAINMENT,{'open_now': True},"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113028608564413883284"">STABILO CONSULTAINMENT</a>'], 'photo_reference': 'AUGGfZnmOA7zTxwwk61ru9xOphlEQFEt77kQ-lydfQKF9egpSRdL-5VmtM8oGOZLlI9GcmwndR6Y-Qhs3LG_qCcVnhtTarETL4ASINkPZu68MfBduHn8-zS2eewN00myI3SGYW3OEfQsZVuF82N5BnqGZtQrsMyTk1rT6CRhQ_INMdpSmXIj', 'width': 1280}]",ChIJJTYr4Wcdvy0RLrnfWy6tOH8,"{'compound_code': 'RCQ4+2J Mattoangin, Makassar City, South Sulawesi, Indonesia', 'global_code': '6P6XRCQ4+2J'}",4.9,ChIJJTYr4Wcdvy0RLrnfWy6tOH8,GOOGLE,"['tourist_attraction', 'travel_agency', 'point_of_interest', 'establishment']",19.0,"Lorong 310 No.6, Mattoangin",,
OPERATIONAL,"{'location': {'lat': -5.133374599999999, 'lng': 119.405728}, 'viewport': {'northeast': {'lat': -5.132057769708497, 'lng': 119.4070479802915}, 'southwest': {'lat': -5.134755730291501, 'lng': 119.4043500197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Balai Pelestarian Cagar Budaya Sulawesi Selatan,{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115468559194488289026"">moh saad</a>'], 'photo_reference': 'AUGGfZnyETjZtByocYeGWpussXM1E6eAFBQYQ_Of1zumz5fNof39i0jcMh2ivm3NKpd_U5TNAZuGoMdBAoPqNkE6W-62imD-L1rqVST9Q4-quhBnPeY1HY2BskfdDESaRUF8ILGmLbg7I2uFTXJzLlzVD2OfoJNGoHgvW6N1eoz77ajs4wyE', 'width': 4160}]",ChIJibVDvLoCvy0RDKPasfzG794,"{'compound_code': 'VC84+M7 Bulo Gading, Makassar City, South Sulawesi, Indonesia', 'global_code': '6P6XVC84+M7'}",4.8,ChIJibVDvLoCvy0RDKPasfzG794,GOOGLE,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",22.0,"Kompleks Benteng Rotterdam Jalan Ujung Pandang No.1, Bulo Gading",,
